statue,statueLabel,statueType,statueTypeLabel,height,creationYear,countryLabel,materialLabel
http://www.wikidata.org/entity/Q52031493,Figuras,http://www.wikidata.org/entity/Q860861,скульптура,1.7,1992,Бразилия,глина
http://www.wikidata.org/entity/Q49489740,Flagler Memorial Monument,http://www.wikidata.org/entity/Q860861,скульптура,100,1920,США,бетон
http://www.wikidata.org/entity/Q45320128,José Augusto César Salgado,http://www.wikidata.org/entity/Q376693,герма,0.55,1981,Бразилия,гранит
http://www.wikidata.org/entity/Q45320128,José Augusto César Salgado,http://www.wikidata.org/entity/Q376693,герма,0.55,1981,Бразилия,бронза
http://www.wikidata.org/entity/Q45320128,José Augusto César Salgado,http://www.wikidata.org/entity/Q376693,герма,1.38,1981,Бразилия,гранит
http://www.wikidata.org/entity/Q45320128,José Augusto César Salgado,http://www.wikidata.org/entity/Q376693,герма,1.38,1981,Бразилия,бронза
http://www.wikidata.org/entity/Q52156939,Monument to Carlos Gardel,http://www.wikidata.org/entity/Q860861,скульптура,2.12,1990,Испания,гранит
http://www.wikidata.org/entity/Q51954713,Monument to Jules Verne,http://www.wikidata.org/entity/Q860861,скульптура,1.7,2005,Испания,гранит
http://www.wikidata.org/entity/Q51954713,Monument to Jules Verne,http://www.wikidata.org/entity/Q860861,скульптура,1.7,2005,Испания,бронза
http://www.wikidata.org/entity/Q55429839,Памятник Ленину (Ереван),http://www.wikidata.org/entity/Q179700,статуя,19.5,1940,СССР,медь
http://www.wikidata.org/entity/Q55429839,Памятник Ленину (Ереван),http://www.wikidata.org/entity/Q179700,статуя,19.5,1940,СССР,гранит
http://www.wikidata.org/entity/Q59420959,Karl-Marx-Denkmal,http://www.wikidata.org/entity/Q179700,статуя,2.2,1969,Германия,бронза
http://www.wikidata.org/entity/Q48802076,National Ascension Monument,http://www.wikidata.org/entity/Q811979,сооружение,6,1964,Турция,бронза
http://www.wikidata.org/entity/Q58877696,Monument to the City of Salvador,http://www.wikidata.org/entity/Q1146001,источник света,16,1970,Бразилия,металл
http://www.wikidata.org/entity/Q58877696,Monument to the City of Salvador,http://www.wikidata.org/entity/Q1146001,источник света,16,1970,Бразилия,стеклопластик
http://www.wikidata.org/entity/Q97345601,funerary stele of Antestius Sesenco,http://www.wikidata.org/entity/Q220659,артефакт,64,2,Ближняя Испания,известняк
http://www.wikidata.org/entity/Q97345601,funerary stele of Antestius Sesenco,http://www.wikidata.org/entity/Q220659,артефакт,64,2,Ближняя Испания,песчаник
http://www.wikidata.org/entity/Q50845607,Памятник Кирову (Мурманск),http://www.wikidata.org/entity/Q570116,достопримечательность,8,1940,Россия,гранит
http://www.wikidata.org/entity/Q50845607,Памятник Кирову (Мурманск),http://www.wikidata.org/entity/Q570116,достопримечательность,8,1940,Россия,бетон
http://www.wikidata.org/entity/Q50845607,Памятник Кирову (Мурманск),http://www.wikidata.org/entity/Q570116,достопримечательность,8,1940,Россия,бронза
http://www.wikidata.org/entity/Q67200888,Shakespeare Monument,http://www.wikidata.org/entity/Q860861,скульптура,2,1904,Германия,каррарский мрамор
http://www.wikidata.org/entity/Q67200888,Shakespeare Monument,http://www.wikidata.org/entity/Q860861,скульптура,1.4,1904,Германия,каррарский мрамор
http://www.wikidata.org/entity/Q48756674,Мемориал Кёпеникской кровавой недели,http://www.wikidata.org/entity/Q178743,стела,6,1969,Германия,искусственный камень
http://www.wikidata.org/entity/Q48756674,Мемориал Кёпеникской кровавой недели,http://www.wikidata.org/entity/Q178743,стела,1.8,1969,Германия,искусственный камень
http://www.wikidata.org/entity/Q96406474,Statue of Christopher Columbus,http://www.wikidata.org/entity/Q179700,статуя,27,1953,США,декоративный гранит
http://www.wikidata.org/entity/Q97345601,funerary stele of Antestius Sesenco,http://www.wikidata.org/entity/Q220659,артефакт,64,2,Испания,известняк
http://www.wikidata.org/entity/Q97345601,funerary stele of Antestius Sesenco,http://www.wikidata.org/entity/Q220659,артефакт,64,2,Испания,песчаник
http://www.wikidata.org/entity/Q67201555,Сон,http://www.wikidata.org/entity/Q860861,скульптура,20,1987,Россия,гранит
http://www.wikidata.org/entity/Q67201555,Сон,http://www.wikidata.org/entity/Q860861,скульптура,20,1987,Россия,туф
http://www.wikidata.org/entity/Q97345601,funerary stele of Antestius Sesenco,http://www.wikidata.org/entity/Q98929143,funerary stele,64,2,Ближняя Испания,известняк
http://www.wikidata.org/entity/Q97345601,funerary stele of Antestius Sesenco,http://www.wikidata.org/entity/Q98929143,funerary stele,64,2,Ближняя Испания,песчаник
http://www.wikidata.org/entity/Q59420959,Karl-Marx-Denkmal,http://www.wikidata.org/entity/Q179700,статуя,2.2,1969,ГДР,бронза
http://www.wikidata.org/entity/Q48756674,Мемориал Кёпеникской кровавой недели,http://www.wikidata.org/entity/Q860861,скульптура,6,1969,Германия,сталь
http://www.wikidata.org/entity/Q48756674,Мемориал Кёпеникской кровавой недели,http://www.wikidata.org/entity/Q860861,скульптура,6,1969,Германия,ракушечник
http://www.wikidata.org/entity/Q48756674,Мемориал Кёпеникской кровавой недели,http://www.wikidata.org/entity/Q860861,скульптура,1.8,1969,Германия,сталь
http://www.wikidata.org/entity/Q48756674,Мемориал Кёпеникской кровавой недели,http://www.wikidata.org/entity/Q860861,скульптура,1.8,1969,Германия,ракушечник
http://www.wikidata.org/entity/Q60441690,Monument to García Barbón,http://www.wikidata.org/entity/Q860861,скульптура,4.7,1927,Испания,гранит
http://www.wikidata.org/entity/Q48756674,Мемориал Кёпеникской кровавой недели,http://www.wikidata.org/entity/Q860861,скульптура,6,1969,Германия,бетон
http://www.wikidata.org/entity/Q67201555,Сон,http://www.wikidata.org/entity/Q860861,скульптура,115,1987,Россия,гранит
http://www.wikidata.org/entity/Q67201555,Сон,http://www.wikidata.org/entity/Q860861,скульптура,115,1987,Россия,туф
http://www.wikidata.org/entity/Q48756674,Мемориал Кёпеникской кровавой недели,http://www.wikidata.org/entity/Q860861,скульптура,1.8,1969,Германия,бетон
http://www.wikidata.org/entity/Q60441690,Monument to García Barbón,http://www.wikidata.org/entity/Q860861,скульптура,4.7,1927,Испания,бронза
http://www.wikidata.org/entity/Q97170277,Q97170277,http://www.wikidata.org/entity/Q350268,пластика,3,2010,Польша,бронза
http://www.wikidata.org/entity/Q97345601,funerary stele of Antestius Sesenco,http://www.wikidata.org/entity/Q98929143,funerary stele,64,2,Испания,известняк
http://www.wikidata.org/entity/Q97345601,funerary stele of Antestius Sesenco,http://www.wikidata.org/entity/Q98929143,funerary stele,64,2,Испания,песчаник
http://www.wikidata.org/entity/Q49006231,Kahramana,http://www.wikidata.org/entity/Q483453,фонтан,330,1971,Ирак,бронза
http://www.wikidata.org/entity/Q67180523,Q67180523,http://www.wikidata.org/entity/Q179700,статуя,280,1960,Чехия,песчаник
http://www.wikidata.org/entity/Q66565397,Q66565397,http://www.wikidata.org/entity/Q179700,статуя,160,1981,Чехия,песчаник
http://www.wikidata.org/entity/Q51846342,Памятник фельдмаршалу Гебхарду Блюхеру,http://www.wikidata.org/entity/Q179700,статуя,3.25,1824,Германия,гранит
http://www.wikidata.org/entity/Q51846342,Памятник фельдмаршалу Гебхарду Блюхеру,http://www.wikidata.org/entity/Q179700,статуя,3.25,1824,Германия,бронза
http://www.wikidata.org/entity/Q46999403,Abraham Lincoln Monument,http://www.wikidata.org/entity/Q9325291,outdoor sculpture,295,1938,США,известняк
http://www.wikidata.org/entity/Q68103938,HIV/AIDSmonument,http://www.wikidata.org/entity/Q838948,произведение искусства,7,2016,Нидерланды,The art of glass beads
http://www.wikidata.org/entity/Q56402382,Relander memorial,http://www.wikidata.org/entity/Q5003624,мемориал,2.08,1996,Финляндия,декоративный гранит
http://www.wikidata.org/entity/Q67758661,Independence Monument,http://www.wikidata.org/entity/Q5003624,мемориал,6,1962,Уганда,камень
http://www.wikidata.org/entity/Q67758661,Independence Monument,http://www.wikidata.org/entity/Q5003624,мемориал,29,1962,Уганда,камень
http://www.wikidata.org/entity/Q67201245,Танец,http://www.wikidata.org/entity/Q2065736,культурная ценность,2,1987,Россия,туф
http://www.wikidata.org/entity/Q45320149,The Indian and the Anteater,http://www.wikidata.org/entity/Q860861,скульптура,1.9,1940,Бразилия,гранит
http://www.wikidata.org/entity/Q45320149,The Indian and the Anteater,http://www.wikidata.org/entity/Q860861,скульптура,1.9,1940,Бразилия,бронза
http://www.wikidata.org/entity/Q51846342,Памятник фельдмаршалу Гебхарду Блюхеру,http://www.wikidata.org/entity/Q179700,статуя,7.65,1824,Германия,гранит
http://www.wikidata.org/entity/Q51846342,Памятник фельдмаршалу Гебхарду Блюхеру,http://www.wikidata.org/entity/Q179700,статуя,7.65,1824,Германия,бронза
http://www.wikidata.org/entity/Q45320149,The Indian and the Anteater,http://www.wikidata.org/entity/Q860861,скульптура,1.62,1940,Бразилия,гранит
http://www.wikidata.org/entity/Q67187908,Estátua de Jesus – O Salvador,http://www.wikidata.org/entity/Q179700,статуя,7,1920,Бразилия,каррарский мрамор
http://www.wikidata.org/entity/Q45320149,The Indian and the Anteater,http://www.wikidata.org/entity/Q860861,скульптура,1.62,1940,Бразилия,бронза
http://www.wikidata.org/entity/Q93000329,Washington Monument,http://www.wikidata.org/entity/Q12518,башня,40,1827,США,камень
http://www.wikidata.org/entity/Q58877696,Monument to the City of Salvador,http://www.wikidata.org/entity/Q483453,фонтан,16,1970,Бразилия,металл
http://www.wikidata.org/entity/Q96406474,Statue of Christopher Columbus,http://www.wikidata.org/entity/Q860861,скульптура,27,1953,США,бронза
http://www.wikidata.org/entity/Q58877696,Monument to the City of Salvador,http://www.wikidata.org/entity/Q483453,фонтан,16,1970,Бразилия,стеклопластик
http://www.wikidata.org/entity/Q58877696,Monument to the City of Salvador,http://www.wikidata.org/entity/Q9325291,outdoor sculpture,16,1970,Бразилия,металл
http://www.wikidata.org/entity/Q58877696,Monument to the City of Salvador,http://www.wikidata.org/entity/Q9325291,outdoor sculpture,16,1970,Бразилия,стеклопластик
http://www.wikidata.org/entity/Q48802076,National Ascension Monument,http://www.wikidata.org/entity/Q179700,статуя,6,1964,Турция,бронза
http://www.wikidata.org/entity/Q51078342,São Paulo Apóstolo,http://www.wikidata.org/entity/Q179700,статуя,310,1994,Бразилия,гранит
http://www.wikidata.org/entity/Q51078342,São Paulo Apóstolo,http://www.wikidata.org/entity/Q179700,статуя,310,1994,Бразилия,бетон
http://www.wikidata.org/entity/Q51078342,São Paulo Apóstolo,http://www.wikidata.org/entity/Q179700,статуя,310,1994,Бразилия,бронза
http://www.wikidata.org/entity/Q49006241,Pilots Memorial,http://www.wikidata.org/entity/Q321053,кенотаф,9,1956,Израиль,сталь
http://www.wikidata.org/entity/Q66659067,Monument to Manuel Barreiro Cabanelas,http://www.wikidata.org/entity/Q860861,скульптура,4.3,1942,Испания,гранит
http://www.wikidata.org/entity/Q49006241,Pilots Memorial,http://www.wikidata.org/entity/Q321053,кенотаф,9,1956,Израиль,бетон
http://www.wikidata.org/entity/Q66659067,Monument to Manuel Barreiro Cabanelas,http://www.wikidata.org/entity/Q860861,скульптура,4.3,1942,Испания,бронза
http://www.wikidata.org/entity/Q88955992,Marcin Kasprzak Monument in Warsaw,http://www.wikidata.org/entity/Q241045,бюст,5,1975,Польша,гранит
http://www.wikidata.org/entity/Q88955992,Marcin Kasprzak Monument in Warsaw,http://www.wikidata.org/entity/Q241045,бюст,5,1975,Польша,бронза
http://www.wikidata.org/entity/Q57630282,Epopeia Paulista,http://www.wikidata.org/entity/Q11835431,гравюра,300,2004,Бразилия,бетон
http://www.wikidata.org/entity/Q50678699,Kennedy-Statue,http://www.wikidata.org/entity/Q860861,скульптура,2.2,1989,Германия,Weibern Tuff
http://www.wikidata.org/entity/Q67758661,Independence Monument,http://www.wikidata.org/entity/Q179700,статуя,6,1962,Уганда,камень
http://www.wikidata.org/entity/Q67758661,Independence Monument,http://www.wikidata.org/entity/Q179700,статуя,29,1962,Уганда,камень
http://www.wikidata.org/entity/Q45320144,Mercúrio em Repouso,http://www.wikidata.org/entity/Q179700,статуя,1.2,1907,Бразилия,гранит
http://www.wikidata.org/entity/Q45320144,Mercúrio em Repouso,http://www.wikidata.org/entity/Q179700,статуя,0.35,1907,Бразилия,гранит
http://www.wikidata.org/entity/Q110984862,Max Reinhardt bust,http://www.wikidata.org/entity/Q241045,бюст,1.4,1960,Германия,бетон
http://www.wikidata.org/entity/Q110984862,Max Reinhardt bust,http://www.wikidata.org/entity/Q241045,бюст,1.4,1960,Германия,бронза
http://www.wikidata.org/entity/Q110984862,Max Reinhardt bust,http://www.wikidata.org/entity/Q241045,бюст,0.65,1960,Германия,бетон
http://www.wikidata.org/entity/Q110984862,Max Reinhardt bust,http://www.wikidata.org/entity/Q241045,бюст,0.65,1960,Германия,бронза
http://www.wikidata.org/entity/Q111737685,Hans Gummel Monument,http://www.wikidata.org/entity/Q241045,бюст,0.37,1973,Германия,гранит
http://www.wikidata.org/entity/Q111737685,Hans Gummel Monument,http://www.wikidata.org/entity/Q241045,бюст,0.37,1973,Германия,камень
http://www.wikidata.org/entity/Q111737685,Hans Gummel Monument,http://www.wikidata.org/entity/Q241045,бюст,0.37,1973,Германия,бронза
http://www.wikidata.org/entity/Q111382378,Olympic Bell,http://www.wikidata.org/entity/Q101401,колокол,2.6,1935,Германия,сталь
http://www.wikidata.org/entity/Q111765759,Monument to Henryk Sienkiewicz in Rome,http://www.wikidata.org/entity/Q570116,достопримечательность,3.8,2006,Италия,камень
http://www.wikidata.org/entity/Q111765759,Monument to Henryk Sienkiewicz in Rome,http://www.wikidata.org/entity/Q570116,достопримечательность,3.8,2006,Италия,бронза
http://www.wikidata.org/entity/Q110824899,Gerhart Hauptmann monument,http://www.wikidata.org/entity/Q241045,бюст,1.6,1918,Германия,ракушечник
http://www.wikidata.org/entity/Q110824899,Gerhart Hauptmann monument,http://www.wikidata.org/entity/Q241045,бюст,1.6,1966,Германия,ракушечник
http://www.wikidata.org/entity/Q110824899,Gerhart Hauptmann monument,http://www.wikidata.org/entity/Q241045,бюст,0.45,1918,Германия,ракушечник
http://www.wikidata.org/entity/Q110824899,Gerhart Hauptmann monument,http://www.wikidata.org/entity/Q241045,бюст,0.45,1966,Германия,ракушечник
http://www.wikidata.org/entity/Q110824899,Gerhart Hauptmann monument,http://www.wikidata.org/entity/Q241045,бюст,1.6,1918,Германия,бетон
http://www.wikidata.org/entity/Q110824899,Gerhart Hauptmann monument,http://www.wikidata.org/entity/Q241045,бюст,1.6,1966,Германия,бетон
http://www.wikidata.org/entity/Q110824899,Gerhart Hauptmann monument,http://www.wikidata.org/entity/Q241045,бюст,1.6,1918,Германия,бронза
http://www.wikidata.org/entity/Q110824899,Gerhart Hauptmann monument,http://www.wikidata.org/entity/Q241045,бюст,1.6,1966,Германия,бронза
http://www.wikidata.org/entity/Q111585008,Borussia,http://www.wikidata.org/entity/Q1784021,копия произведения искусства,10,1885,Германия,мрамор
http://www.wikidata.org/entity/Q111585008,Borussia,http://www.wikidata.org/entity/Q1784021,копия произведения искусства,10,1981,Германия,мрамор
http://www.wikidata.org/entity/Q111737685,Hans Gummel Monument,http://www.wikidata.org/entity/Q241045,бюст,0.37,1973,Германия,природный камень
http://www.wikidata.org/entity/Q111585008,Borussia,http://www.wikidata.org/entity/Q1784021,копия произведения искусства,2,1885,Германия,мрамор
http://www.wikidata.org/entity/Q111585008,Borussia,http://www.wikidata.org/entity/Q1784021,копия произведения искусства,2,1981,Германия,мрамор
http://www.wikidata.org/entity/Q111585008,Borussia,http://www.wikidata.org/entity/Q1784021,копия произведения искусства,10,1885,Германия,гранит
http://www.wikidata.org/entity/Q111585008,Borussia,http://www.wikidata.org/entity/Q1784021,копия произведения искусства,10,1981,Германия,гранит
http://www.wikidata.org/entity/Q111585008,Borussia,http://www.wikidata.org/entity/Q1784021,копия произведения искусства,2,1885,Германия,гранит
http://www.wikidata.org/entity/Q111585008,Borussia,http://www.wikidata.org/entity/Q1784021,копия произведения искусства,2,1981,Германия,гранит
http://www.wikidata.org/entity/Q110824899,Gerhart Hauptmann monument,http://www.wikidata.org/entity/Q241045,бюст,0.45,1918,Германия,бетон
http://www.wikidata.org/entity/Q110824899,Gerhart Hauptmann monument,http://www.wikidata.org/entity/Q241045,бюст,0.45,1966,Германия,бетон
http://www.wikidata.org/entity/Q110824899,Gerhart Hauptmann monument,http://www.wikidata.org/entity/Q241045,бюст,0.45,1918,Германия,бронза
http://www.wikidata.org/entity/Q110824899,Gerhart Hauptmann monument,http://www.wikidata.org/entity/Q241045,бюст,0.45,1966,Германия,бронза
http://www.wikidata.org/entity/Q111709681,Q111709681,http://www.wikidata.org/entity/Q19860854,утраченное здание или строение,3.5,1950,Польша,гипс
http://www.wikidata.org/entity/Q111709681,Q111709681,http://www.wikidata.org/entity/Q19860854,утраченное здание или строение,3.5,1950,Польша,древесина
http://www.wikidata.org/entity/Q111585008,Borussia,http://www.wikidata.org/entity/Q1784021,копия произведения искусства,10,1885,Германия,бетон
http://www.wikidata.org/entity/Q111585008,Borussia,http://www.wikidata.org/entity/Q1784021,копия произведения искусства,10,1981,Германия,бетон
http://www.wikidata.org/entity/Q111585008,Borussia,http://www.wikidata.org/entity/Q1784021,копия произведения искусства,2,1885,Германия,бетон
http://www.wikidata.org/entity/Q111585008,Borussia,http://www.wikidata.org/entity/Q1784021,копия произведения искусства,2,1981,Германия,бетон
http://www.wikidata.org/entity/Q111585008,Borussia,http://www.wikidata.org/entity/Q1784021,копия произведения искусства,5.8,1885,Германия,мрамор
http://www.wikidata.org/entity/Q111585008,Borussia,http://www.wikidata.org/entity/Q1784021,копия произведения искусства,5.8,1981,Германия,мрамор
http://www.wikidata.org/entity/Q111585008,Borussia,http://www.wikidata.org/entity/Q1784021,копия произведения искусства,5.8,1885,Германия,гранит
http://www.wikidata.org/entity/Q111585008,Borussia,http://www.wikidata.org/entity/Q1784021,копия произведения искусства,5.8,1981,Германия,гранит
http://www.wikidata.org/entity/Q111585008,Borussia,http://www.wikidata.org/entity/Q1784021,копия произведения искусства,5.8,1885,Германия,бетон
http://www.wikidata.org/entity/Q111585008,Borussia,http://www.wikidata.org/entity/Q1784021,копия произведения искусства,5.8,1981,Германия,бетон
http://www.wikidata.org/entity/Q111142327,Deutscher Widerstand gegen den Faschismus,http://www.wikidata.org/entity/Q860861,скульптура,2.5,1986,Германия,песчаник
http://www.wikidata.org/entity/Q111142327,Deutscher Widerstand gegen den Faschismus,http://www.wikidata.org/entity/Q860861,скульптура,2.5,1986,Германия,цемент
http://www.wikidata.org/entity/Q111622175,Rudolf Virchow Monument,http://www.wikidata.org/entity/Q241045,бюст,0.51,1882,Германия,мрамор
http://www.wikidata.org/entity/Q111765759,Monument to Henryk Sienkiewicz in Rome,http://www.wikidata.org/entity/Q860861,скульптура,3.8,2006,Италия,камень
http://www.wikidata.org/entity/Q111622175,Rudolf Virchow Monument,http://www.wikidata.org/entity/Q241045,бюст,0.51,1882,Германия,камень
http://www.wikidata.org/entity/Q111765759,Monument to Henryk Sienkiewicz in Rome,http://www.wikidata.org/entity/Q860861,скульптура,3.8,2006,Италия,бронза
http://www.wikidata.org/entity/Q111628718,Friedrich Althoff Monument,http://www.wikidata.org/entity/Q1784021,копия произведения искусства,0.9,1903,Германия,гранит
http://www.wikidata.org/entity/Q111622175,Rudolf Virchow Monument,http://www.wikidata.org/entity/Q241045,бюст,0.51,1882,Германия,бронза
http://www.wikidata.org/entity/Q111628718,Friedrich Althoff Monument,http://www.wikidata.org/entity/Q1784021,копия произведения искусства,0.9,1903,Германия,бронза
http://www.wikidata.org/entity/Q111741408,Walter Friedrich Monument,http://www.wikidata.org/entity/Q241045,бюст,65,1964,Германия,искусственный камень
http://www.wikidata.org/entity/Q111588432,Kurt Schumacher memorial,http://www.wikidata.org/entity/Q860861,скульптура,2.9,1968,Германия,сталь
http://www.wikidata.org/entity/Q111588432,Kurt Schumacher memorial,http://www.wikidata.org/entity/Q860861,скульптура,2.9,1968,Германия,бетон
http://www.wikidata.org/entity/Q111588432,Kurt Schumacher memorial,http://www.wikidata.org/entity/Q860861,скульптура,2.9,1968,Германия,бронза
http://www.wikidata.org/entity/Q111588432,Kurt Schumacher memorial,http://www.wikidata.org/entity/Q860861,скульптура,2.55,1968,Германия,сталь
http://www.wikidata.org/entity/Q111708265,Monument of Gratitude to Red Army in Łódź,http://www.wikidata.org/entity/Q19860854,утраченное здание или строение,14,1945,Польша,гранит
http://www.wikidata.org/entity/Q111588432,Kurt Schumacher memorial,http://www.wikidata.org/entity/Q860861,скульптура,2.55,1968,Германия,бетон
http://www.wikidata.org/entity/Q111588432,Kurt Schumacher memorial,http://www.wikidata.org/entity/Q860861,скульптура,2.55,1968,Германия,бронза
http://www.wikidata.org/entity/Q111708265,Monument of Gratitude to Red Army in Łódź,http://www.wikidata.org/entity/Q19860854,утраченное здание или строение,14,1945,Польша,бетон
http://www.wikidata.org/entity/Q111421192,De Gaulles-Adenauer,http://www.wikidata.org/entity/Q178743,стела,2.23,2002,Германия,бетон
http://www.wikidata.org/entity/Q111421192,De Gaulles-Adenauer,http://www.wikidata.org/entity/Q178743,стела,2.23,2002,Германия,бронза
http://www.wikidata.org/entity/Q111727967,Robert Schumann memorial,http://www.wikidata.org/entity/Q241045,бюст,0.7,1956,Германия,искусственный камень
http://www.wikidata.org/entity/Q110748382,Bahn-Damm,http://www.wikidata.org/entity/Q860861,скульптура,3,1989,Германия,Сталь кортеновская
http://www.wikidata.org/entity/Q110798061,Pigeon,http://www.wikidata.org/entity/Q860861,скульптура,3.2,1971,Германия,алюминий
http://www.wikidata.org/entity/Q110798061,Pigeon,http://www.wikidata.org/entity/Q860861,скульптура,3.2,1971,Германия,бетон
http://www.wikidata.org/entity/Q111671751,Salvador Allende Monument,http://www.wikidata.org/entity/Q241045,бюст,0.92,1981,Германия,бронза
http://www.wikidata.org/entity/Q111622068,Wilhelm Griesinger Monument,http://www.wikidata.org/entity/Q241045,бюст,1.1,1900,Германия,гранит
http://www.wikidata.org/entity/Q111622068,Wilhelm Griesinger Monument,http://www.wikidata.org/entity/Q241045,бюст,1.1,1900,Германия,бронза
http://www.wikidata.org/entity/Q111605587,Ernst von Leyden Monument,http://www.wikidata.org/entity/Q241045,бюст,0.94,1913,Германия,гранит
http://www.wikidata.org/entity/Q111605587,Ernst von Leyden Monument,http://www.wikidata.org/entity/Q241045,бюст,0.94,1913,Германия,бронза
http://www.wikidata.org/entity/Q111009895,Bust Robert Rössle,http://www.wikidata.org/entity/Q241045,бюст,65,1960,Германия,бронза
http://www.wikidata.org/entity/Q111730978,Heinrich Mann Monument,http://www.wikidata.org/entity/Q241045,бюст,0.8,1951,Германия,гранит
http://www.wikidata.org/entity/Q111149151,Bust of Friedrich Simon Archenhold,http://www.wikidata.org/entity/Q860861,скульптура,0.51,1961,Германия,гранит
http://www.wikidata.org/entity/Q111149151,Bust of Friedrich Simon Archenhold,http://www.wikidata.org/entity/Q241045,бюст,0.51,1961,Германия,гранит
http://www.wikidata.org/entity/Q111672335,Bust Carl Friedrich Christian Fasch,http://www.wikidata.org/entity/Q241045,бюст,0.9,1891,Германия,гранит
http://www.wikidata.org/entity/Q111672335,Bust Carl Friedrich Christian Fasch,http://www.wikidata.org/entity/Q241045,бюст,0.9,1891,Германия,бронза
http://www.wikidata.org/entity/Q111730978,Heinrich Mann Monument,http://www.wikidata.org/entity/Q241045,бюст,0.8,1951,Германия,природный камень
http://www.wikidata.org/entity/Q111625777,Franz König Monument,http://www.wikidata.org/entity/Q241045,бюст,0.98,1904,Германия,гранит
http://www.wikidata.org/entity/Q111625777,Franz König Monument,http://www.wikidata.org/entity/Q241045,бюст,0.98,1904,Германия,бронза
http://www.wikidata.org/entity/Q111736589,Hermann von Helmholtz Monument,http://www.wikidata.org/entity/Q241045,бюст,0.47,1891,Германия,гранит
http://www.wikidata.org/entity/Q111736589,Hermann von Helmholtz Monument,http://www.wikidata.org/entity/Q241045,бюст,0.47,1891,Германия,бронза
http://www.wikidata.org/entity/Q111231021,Памятник Танееву,http://www.wikidata.org/entity/Q241045,бюст,5.6,1967,Россия,бронза
http://www.wikidata.org/entity/Q111741408,Walter Friedrich Monument,http://www.wikidata.org/entity/Q241045,бюст,65,1964,Германия,бронза
http://www.wikidata.org/entity/Q111685080,Wincenty Witos monument in Warsaw,http://www.wikidata.org/entity/Q179700,статуя,6,1985,Польша,гранит
http://www.wikidata.org/entity/Q111685080,Wincenty Witos monument in Warsaw,http://www.wikidata.org/entity/Q179700,статуя,6,1985,Польша,бронза
http://www.wikidata.org/entity/Q111685080,Wincenty Witos monument in Warsaw,http://www.wikidata.org/entity/Q179700,статуя,4.5,1985,Польша,гранит
http://www.wikidata.org/entity/Q111685080,Wincenty Witos monument in Warsaw,http://www.wikidata.org/entity/Q179700,статуя,4.5,1985,Польша,бронза
http://www.wikidata.org/entity/Q111628718,Friedrich Althoff Monument,http://www.wikidata.org/entity/Q860861,скульптура,0.9,1903,Германия,гранит
http://www.wikidata.org/entity/Q111727967,Robert Schumann memorial,http://www.wikidata.org/entity/Q241045,бюст,0.7,1956,Германия,гранит
http://www.wikidata.org/entity/Q111628718,Friedrich Althoff Monument,http://www.wikidata.org/entity/Q860861,скульптура,0.9,1903,Германия,бронза
http://www.wikidata.org/entity/Q110993608,Bust Arnold Graffi,http://www.wikidata.org/entity/Q241045,бюст,0.7,2003,Германия,бронза
http://www.wikidata.org/entity/Q111009895,Bust Robert Rössle,http://www.wikidata.org/entity/Q241045,бюст,65,1960,Германия,искусственный камень
http://www.wikidata.org/entity/Q109418718,Wiedersehen – Protest der Frauen,http://www.wikidata.org/entity/Q860861,скульптура,1.4,1991,Германия,раствор
http://www.wikidata.org/entity/Q109418718,Wiedersehen – Protest der Frauen,http://www.wikidata.org/entity/Q860861,скульптура,0.24,1991,Германия,раствор
http://www.wikidata.org/entity/Q109502050,Denkmal für Johannes R. Becher,http://www.wikidata.org/entity/Q179700,статуя,2.3,1960,Германия,гранит
http://www.wikidata.org/entity/Q109418718,Wiedersehen – Protest der Frauen,http://www.wikidata.org/entity/Q860861,скульптура,1.4,1991,Германия,бронза
http://www.wikidata.org/entity/Q109676363,Burlington Cenotaph,http://www.wikidata.org/entity/Q179700,статуя,10,1922,Канада,гранит
http://www.wikidata.org/entity/Q109418718,Wiedersehen – Protest der Frauen,http://www.wikidata.org/entity/Q860861,скульптура,0.24,1991,Германия,бронза
http://www.wikidata.org/entity/Q109676363,Burlington Cenotaph,http://www.wikidata.org/entity/Q179700,статуя,7,1922,Канада,гранит
http://www.wikidata.org/entity/Q109676363,Burlington Cenotaph,http://www.wikidata.org/entity/Q179700,статуя,10,1922,Канада,камень
http://www.wikidata.org/entity/Q109502050,Denkmal für Johannes R. Becher,http://www.wikidata.org/entity/Q179700,статуя,2.3,1960,Германия,бронза
http://www.wikidata.org/entity/Q109502050,Denkmal für Johannes R. Becher,http://www.wikidata.org/entity/Q179700,статуя,0.58,1960,Германия,гранит
http://www.wikidata.org/entity/Q109676363,Burlington Cenotaph,http://www.wikidata.org/entity/Q179700,статуя,7,1922,Канада,камень
http://www.wikidata.org/entity/Q109676363,Burlington Cenotaph,http://www.wikidata.org/entity/Q179700,статуя,10,1922,Канада,бронза
http://www.wikidata.org/entity/Q109676363,Burlington Cenotaph,http://www.wikidata.org/entity/Q179700,статуя,7,1922,Канада,бронза
http://www.wikidata.org/entity/Q109502050,Denkmal für Johannes R. Becher,http://www.wikidata.org/entity/Q179700,статуя,0.58,1960,Германия,бронза
http://www.wikidata.org/entity/Q108601735,Hardenberg memorial,http://www.wikidata.org/entity/Q179700,статуя,2.8,1907,Германия,гранит
http://www.wikidata.org/entity/Q108601735,Hardenberg memorial,http://www.wikidata.org/entity/Q179700,статуя,2.8,2006,Германия,гранит
