statue,statueLabel,statueType,statueTypeLabel,height,creationYear,countryLabel,materialLabel
http://www.wikidata.org/entity/Q20073916,Братская могила советских воинов в Доброполье,http://www.wikidata.org/entity/Q734271,братская могила,6,1966,Украина,гранит
http://www.wikidata.org/entity/Q44495748,Depois do Banho,http://www.wikidata.org/entity/Q860861,скульптура,0.86,1932,Бразилия,бронза
http://www.wikidata.org/entity/Q44495748,Depois do Banho,http://www.wikidata.org/entity/Q860861,скульптура,1.37,1932,Бразилия,гранит
http://www.wikidata.org/entity/Q32660126,Мемориал павшим советским воинам в Тиргартене,http://www.wikidata.org/entity/Q2772772,военный музей,20,1945,Германия,краска
http://www.wikidata.org/entity/Q32660126,Мемориал павшим советским воинам в Тиргартене,http://www.wikidata.org/entity/Q2772772,военный музей,20,1945,Германия,сталь
http://www.wikidata.org/entity/Q32660126,Мемориал павшим советским воинам в Тиргартене,http://www.wikidata.org/entity/Q2772772,военный музей,20,1945,Германия,гранит
http://www.wikidata.org/entity/Q32660126,Мемориал павшим советским воинам в Тиргартене,http://www.wikidata.org/entity/Q2772772,военный музей,20,1945,Германия,порфир
http://www.wikidata.org/entity/Q53567943,Oratório da Cruz do Pascoal,http://www.wikidata.org/entity/Q1081138,памятник истории,7,1743,Бразилия,каменная кладка
http://www.wikidata.org/entity/Q32660126,Мемориал павшим советским воинам в Тиргартене,http://www.wikidata.org/entity/Q2772772,военный музей,20,1945,Германия,сиенит
http://www.wikidata.org/entity/Q44495748,Depois do Banho,http://www.wikidata.org/entity/Q860861,скульптура,1.37,1932,Бразилия,бронза
http://www.wikidata.org/entity/Q44991852,Cão Pastor Alemão (statue),http://www.wikidata.org/entity/Q179700,статуя,1.1,1963,Бразилия,бронза
http://www.wikidata.org/entity/Q32660126,Мемориал павшим советским воинам в Тиргартене,http://www.wikidata.org/entity/Q2772772,военный музей,20,1945,Германия,стекло
